,Date,Team,Acquired,Relinquished,Notes
6613,2022-11-27,Bucks,,Serge Ibaka,placed on IL with illness
6614,2022-11-27,Grizzlies,Santi Aldama,,activated from IL
6615,2022-11-27,Heat,Max Strus,,activated from IL
6616,2022-11-27,Knicks,Cameron Reddish / Cam Reddish,,activated from IL
6617,2022-11-27,Knicks,Derrick Rose,,activated from IL
6618,2022-11-27,Nets,,David Duke Jr.,placed on IL with illness
6619,2022-11-27,Pelicans,,Brandon Ingram,placed on IL with bruised left toe
6620,2022-11-27,Pistons,,Bojan Bogdanovic,placed on IL with sore right knee
6621,2022-11-27,Pistons,,Jaden Ivey,placed on IL with sore right knee
6622,2022-11-27,Pistons,Saddiq Bey,,activated from IL
6623,2022-11-27,Timberwolves,,Jaden McDaniels,placed on IL with illness
6624,2022-11-27,Wizards,,Kyle Kuzma,placed on IL with sore lower back
6625,2022-11-27,Wizards,Monte Morris,,activated from IL
6626,2022-11-28,76ers,Joel Embiid,,activated from IL
6627,2022-11-28,76ers,Matisse Thybulle,,activated from IL
6628,2022-11-28,Cavaliers,Caris LeVert,,activated from IL
6629,2022-11-28,Celtics,,Al Horford,placed on IL with tightness in lower back
6630,2022-11-28,Celtics,,Jaylen Brown,placed on IL with stiff neck
6631,2022-11-28,Hawks,Clint Capela,,activated from IL
6632,2022-11-28,Hornets,,Gordon Hayward,placed on IL with left shoulder injury
6633,2022-11-28,Nuggets,,Peyton Watson,placed on IL with strained right hamstring
6634,2022-11-28,Nuggets,,Peyton Watson,placed on IL
6635,2022-11-28,Pelicans,,Larry Nance Jr.,placed on IL with sore right shoulder
6636,2022-11-28,Pelicans,,Naji Marshall,placed on IL with illness
6637,2022-11-28,Raptors,Dalano Banton,,activated from IL
6638,2022-11-28,Raptors,Justin Champagnie,,activated from IL
6639,2022-11-28,Wizards,Johnny Davis,,activated from IL
6640,2022-11-28,Wizards,Kyle Kuzma,,activated from IL
6641,2022-11-29,Clippers,,John Wall (Hildred),placed on IL with left knee injury
6642,2022-11-29,Pistons,Bojan Bogdanovic,,activated from IL
6643,2022-11-29,Pistons,Isaiah Stewart,,activated from IL
6644,2022-11-30,Blazers,,Josh Hart,placed on IL with sprained left ankle
6645,2022-11-30,Blazers,,Nassir Little,placed on IL with strained right hip
6646,2022-11-30,Bucks,,MarJon Beauchamp,placed on IL with illness
6647,2022-11-30,Celtics,Al Horford,,activated from IL
6648,2022-11-30,Celtics,Jaylen Brown,,activated from IL
6649,2022-11-30,Clippers,,Norman Powell,placed on IL with strained left groin
6650,2022-11-30,Clippers,John Wall (Hildred),,activated from IL
6651,2022-11-30,Grizzlies,,Jake LaRavia,placed on IL with sore left foot
6652,2022-11-30,Hawks,,Justin Holiday,placed on IL with NBA health and safety protocols
6653,2022-11-30,Heat,,Dewayne Dedmon,placed on IL with left foot injury
6654,2022-11-30,Jazz,Leandro Bolmaro,,activated from IL
6655,2022-11-30,Knicks,,Ryan Arcidiacono,placed on IL with sprained left ankle
6656,2022-11-30,Magic,,Mohamed Bamba / Mo Bamba,placed on IL with back spasms
6657,2022-11-30,Magic,Markelle Fultz,,activated from IL
6658,2022-11-30,Nets,,Alondes Williams,placed on IL with right adductor injury
6659,2022-11-30,Nets,,Ben Simmons,placed on IL with strained left calf
6660,2022-11-30,Nets,David Duke Jr.,,activated from IL
6661,2022-11-30,Nuggets,Nah'Shon Hyland / Bones Hyland,,activated from IL
6662,2022-11-30,Pelicans,Larry Nance Jr.,,activated from IL
6663,2022-11-30,Spurs,,Jeremy Sochan,placed on IL with bruised right quadriceps
6664,2022-11-30,Thunder,,Shai Gilgeous-Alexander,placed on IL with bruised left hip
6665,2022-12-01,Hawks,,De'Andre Hunter,placed on IL with thigh injury
6666,2022-12-01,Hawks,,John Collins (Martin),placed on IL with sprained left ankle
6667,2022-12-01,Pelicans,,Herbert Jones / Herb Jones (Keyshawn),placed on IL with sore left ankle
6668,2022-12-01,Pistons,Jaden Ivey,,activated from IL
6669,2022-12-02,Cavaliers,Kevin Love,,activated from IL
6670,2022-12-02,Heat,Dewayne Dedmon,,activated from IL
6671,2022-12-02,Heat,Jimmy Butler,,activated from IL
6672,2022-12-02,Magic,,Gary Harris,placed on IL
6673,2022-12-02,Nets,T.J. Warren,,activated from IL
6674,2022-12-02,Pelicans,C.J. McCollum,,activated from IL
6675,2022-12-02,Pelicans,Naji Marshall,,activated from IL
6676,2022-12-02,Spurs,,Doug McDermott,placed on IL
6677,2022-12-02,Suns,,Torrey Craig,placed on IL with strained right groin
6678,2022-12-03,Blazers,,John Butler Jr.,placed on IL
6679,2022-12-03,Bucks,,Giannis Antetokounmpo,placed on IL with sore left knee
6680,2022-12-03,Bucks,,Jrue Holiday,placed on IL
6681,2022-12-03,Mavericks,,Christian Wood,placed on IL
6682,2022-12-03,Thunder,Shai Gilgeous-Alexander,,activated from IL
6683,2022-12-03,Timberwolves,Jaden McDaniels,,activated from IL
6684,2022-12-04,Blazers,,John Butler Jr.,placed on IL with illness
6685,2022-12-04,Blazers,Josh Hart,,activated from IL
6686,2022-12-04,Bulls,,Javonte Green,placed on IL with sore right knee
6687,2022-12-04,Celtics,,Marcus Smart,placed on IL with bruised left hip
6688,2022-12-04,Grizzlies,,Steven Adams,placed on IL with right hip injury
6689,2022-12-04,Kings,Chima Moneke,,activated from IL
6690,2022-12-04,Nets,,Edmond Sumner,placed on IL with glute injury
6691,2022-12-04,Nuggets,,Peyton Watson,placed on IL with strained right hamstring
6692,2022-12-04,Pacers,,T.J. McConnell,placed on IL with illness
6693,2022-12-04,Pacers,,Tyrese Haliburton,placed on IL with left groin injury
6694,2022-12-04,Pistons,,Isaiah Livers,placed on IL with sprained right shoulder
6695,2022-12-04,Wizards,,Isaiah Todd,placed on IL with strained right hamstring
6696,2022-12-05,76ers,,Georges Niang,placed on IL with right foot injury
6697,2022-12-05,76ers,James Harden,,activated from IL
6698,2022-12-05,Bucks,,Grayson Allen,placed on IL with right foot injury
6699,2022-12-05,Bucks,Giannis Antetokounmpo,,activated from IL
6700,2022-12-05,Bucks,Jrue Holiday,,activated from IL
6701,2022-12-05,Celtics,,Al Horford,placed on IL with lower back injury
6702,2022-12-05,Celtics,,Malcolm Brogdon,placed on IL with illness
6703,2022-12-05,Celtics,Marcus Smart,,activated from IL
6704,2022-12-05,Clippers,Kawhi Leonard,,activated from IL
6705,2022-12-05,Clippers,Paul George,,activated from IL
6706,2022-12-05,Grizzlies,,Jaren Jackson Jr.,placed on IL with right foot injury
6707,2022-12-05,Grizzlies,Steven Adams,,activated from IL
6708,2022-12-05,Hawks,Justin Holiday,,activated from IL
6709,2022-12-05,Mavericks,Christian Wood,,activated from IL
6710,2022-12-05,Pacers,,James Johnson,placed on IL with right elbow injury
6711,2022-12-05,Pacers,,Myles Turner,placed on IL with right hamstring injury
6712,2022-12-05,Suns,,Duane Washington Jr.,placed on IL with left hip injury
6713,2022-12-05,Thunder,Mike Muscala,,activated from IL
6714,2022-12-05,Warriors,,Andrew Wiggins,placed on IL with tightness in right adductor
6715,2022-12-06,Heat,,Dewayne Dedmon,placed on IL with left foot injury
6716,2022-12-06,Heat,,Jimmy Butler,placed on IL with right knee injury
6717,2022-12-06,Heat,Victor Oladipo,,activated from IL
6718,2022-12-06,Nuggets,Jeff Green,,activated from IL
6719,2022-12-06,Nuggets,Peyton Watson,,activated from IL
6720,2022-12-07,Bucks,Grayson Allen,,activated from IL
6721,2022-12-07,Bucks,MarJon Beauchamp,,activated from IL
6722,2022-12-07,Bucks,Serge Ibaka,,activated from IL
6723,2022-12-07,Celtics,Malcolm Brogdon,,activated from IL
6724,2022-12-07,Clippers,,John Wall (Hildred),placed on IL with left knee injury
6725,2022-12-07,Clippers,,Luke Kennard,placed on IL with right calf injury
6726,2022-12-07,Clippers,John Wall (Hildred),,activated from IL
6727,2022-12-07,Grizzlies,,Vince Williams Jr.,placed on IL
6728,2022-12-07,Grizzlies,Jaren Jackson Jr.,,activated from IL
6729,2022-12-07,Jazz,,Lauri Markkanen,placed on IL with illness
6730,2022-12-07,Jazz,Rudy Gay,,activated from IL
6731,2022-12-07,Lakers,,Anthony Davis,placed on IL with illness
6732,2022-12-07,Lakers,,LeBron James,placed on IL with sore left ankle
6733,2022-12-07,Magic,Mohamed Bamba / Mo Bamba,,activated from IL
6734,2022-12-07,Nets,Alondes Williams,,activated from IL
6735,2022-12-07,Nets,Edmond Sumner,,activated from IL
6736,2022-12-07,Pacers,James Johnson,,activated from IL
6737,2022-12-07,Pacers,Myles Turner,,activated from IL
6738,2022-12-07,Pacers,T.J. McConnell,,activated from IL
6739,2022-12-07,Pacers,Tyrese Haliburton,,activated from IL
6740,2022-12-07,Suns,Chris Paul,,activated from IL
6741,2022-12-07,Suns,Torrey Craig,,activated from IL
6742,2022-12-07,Thunder,,Luguentz Dort,placed on IL with bruised left knee
6743,2022-12-07,Warriors,,Draymond Green,placed on IL with left hip injury
6744,2022-12-07,Warriors,,Stephen Curry,placed on IL with sore left ankle
6745,2022-12-08,Clippers,,Kawhi Leonard,placed on IL with right knee injury
6746,2022-12-08,Hawks,,Dejounte Murray,placed on IL with sprained left ankle
